Name,Rating,Rating Count,Price Category,Address,ZipCode
Rocio's Restaurant,3.8,55,2,"115 Tonnelle Ave, Jersey City, NJ 07306",7306
Rocky's. Pizzeria & Restaurant,4.3,181,1,"420 Franklin Ave, Nutley, NJ 07110",7110
Castillo Restaurant,4.4,178,1,"68 Market St, Passaic, NJ 07055",7055
sky restaurant,4.1,48,,"50 Kenny Pl, Saddle Brook, NJ 07663",7663
First Oasis Restaurant,4.5,160,2,"9218 4th Ave, Brooklyn, NY 11209",11209
New Asha Sri Lanka Restaurant,4.7,348,1,"322 Victory Blvd, Staten Island, NY 10301",10301
Los Arcos Restaurant,3.7,358,2,"305 Monroe St, Passaic, NJ 07055",7055
Karina's Restaurant,4.1,807,1,"201 Ocean Ave A, Jersey City, NJ 07305",7305
New East Chinese Restaurant,3.9,207,1,"196 Main St, Hackensack, NJ 07601",7601
Taqueria Restaurant Oaxaca,4,134,1,"467 Central Ave, Jersey City, NJ 07307",7307
Jerkin Chicken Restaurant,3.8,323,1,"234 West Side Ave, Jersey City, NJ 07305",7305
Karam Restaurant,4.1,187,2,"8519 4th Ave, Brooklyn, NY 11209",11209
Cavalino's,4.7,228,2,"6800 Park Ave, Guttenberg, NJ 07093",7093
My Apartment Kitchen,4.1,265,2,"301 Avenue C, Bayonne, NJ 07002",7002
VIP RESTAURANT LLC BARSHAY'S,3.9,1813,1,"175 Sip Ave, Jersey City, NJ 07306",7306
San Francisco Cafe & Restaurant,4.2,86,,"6040 Harrison Pl, West New York, NJ 07093",7093
Frank,4.4,880,2,"88 2nd Ave, New York, NY 10003",10003
Halal Restaurant,4.1,47,,"1953-1955 Coney Island Ave floor #1, Brooklyn, NY 11223",11223
Eleni’s,4.5,391,4,"226 3rd Ave, New York, NY 10003",10003
El Patron Seafood & Restaurant,4.7,23,,"12 Myrtle Ave, Passaic, NJ 07055",7055
El Salvadorin,3.8,107,2,"4620 5th Ave, Brooklyn, NY 11220",11220
Mi Tierrita Restaurant,3.8,43,1,"252 Main St, Hackensack, NJ 07601",7601
Trattoria Pesce Pasta,4.6,470,2,"262 Bleecker St, New York, NY 10014",10014
Kimberly Restaurant,4.1,25,,"222 Bergen Blvd Unit #1, Fairview, NJ 07022",7022
Heavenly Chicken and Ribs,4.3,630,1,"555 Tonnelle Ave, Jersey City, NJ 07307",7307
China First Chinese Restaurant,4,99,1,"7 Franklin Ave, Nutley, NJ 07110",7110
Dominican Power Restaurant,4.4,438,1,"899 Broadway, Bayonne, NJ 07002",7002
M & K Spanish Restaurant,4.2,135,1,"56 Richmond Terrace, Staten Island, NY 10301",10301
Jacare Do Brasil Restaurant,4.7,67,2,"265 Second St, Elizabeth, NJ 07206",7206
Aji Limon Peruvian Restaurant,4,814,2,"1239 Main Ave, Clifton, NJ 07011",7011
Faros Restaurant,4,146,1,"95 Church Ave, Brooklyn, NY 11218",11218
Xiang Zhi,3.1,16,2,"53-22 7th Ave, Brooklyn, NY 11220",11220
Cafe Colonial Restaurant,4,1693,2,"2072 White Plains Rd, Bronx, NY 10462",10462
The Green Province Restaurant,4.5,112,2,"568 4th Ave, Brooklyn, NY 11215",11215
Golden Grill Restaurant,4.5,289,1,"1379 Queen Anne Rd, Teaneck, NJ 07666",7666
"Chew The Fat: Bar, Lounge, and Grill",4.5,65,2,"14614 Rockaway Blvd, Queens, NY 11436",11436
Hornitos Paterson Restaurant & Lounge,4.2,393,1,"487 21st Ave, Paterson, NJ 07513",7513
Steven Restaurant,3.9,181,2,"2233 Boston Rd, Bronx, NY 10467",10467
Ocho Rios Seafood Restaurant & Lounge,4.5,22,,"1810 Flatbush Ave, Brooklyn, NY 11210",11210
Pattanian Thai Restaurant,4.7,146,2,"64-02 Fresh Pond Rd, Queens, NY 11385",11385
Fulton Food Court,4.5,73,,"1178 Fulton St, Brooklyn, NY 11216",11216
Brasil & Brazil Restaurant,4.5,111,1,"147 Anderson Ave, Fairview, NJ 07022",7022
Chelsea Square Restaurant,4.2,1239,2,"368 W 23rd St, New York, NY 10011",10011
La Ilusion Cuban Restaurant,4.5,56,,"540 54th St, West New York, NJ 07093",7093
Zanmi,4.3,814,2,"1206 Nostrand Ave, Brooklyn, NY 11225",11225
Oriental Restaurant,4.1,24,,"465 Passaic St, Hackensack, NJ 07601",7601
B-52's Lounge & Restaurant,4.2,519,2,"200 N 2nd St, Harrison, NJ 07029",7029
Georgia Diner,4.1,3839,2,"80-26 Queens Blvd, Queens, NY 11373",11373
Guayas Cevicheria Restaurant,4.5,203,1,"538 N 11th St, Newark, NJ 07107",7107
15 Fox Place,4.7,187,,"15 Fox Pl, Jersey City, NJ 07306",7306
Le Coucou,4.5,1576,4,"138 Lafayette St, New York, NY 10013",10013
Q-BA Restaurant & Lounge,4.7,118,2,"119 Main Ave, Passaic, NJ 07055",7055
Cedric's at The Shed,4.6,100,,"545 W 30th St, New York, NY 10001",10001
CC'S Jamaican Restaurant,4.6,99,1,"1482 Flatbush Ave, Brooklyn, NY 11210",11210
4 Caminos Mexican Restaurant,4.1,184,2,"67-22 Fresh Pond Rd, Queens, NY 11385",11385
Pakshala Restaurant & Grill,5,151,2,"8120 Broadway, Queens, NY 11373",11373
Family Meal at Blue Hill,4.6,1143,4,"75 Washington Pl, New York, NY 10011",10011
La Posada Taqueria & Restaurant,4,444,2,"334 Monroe St, Passaic, NJ 07055",7055
CAFE TROPICAL RESTAURANT,4.1,78,1,"90 Anderson St, Hackensack, NJ 07601",7601
